repeat,dataset,config,reference,metric,n_users,median_diff,ci_lo,ci_hi,better,worse,tied,statistic,p_raw,p_holm,significant,repeats_significant,repeats_tested,verdict
2,software,als+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,1.2931074645926383e-37,1.047417046320037e-35,True,5,5,better on 200/200 decided users
1,software,itemknn+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,1.4518729082094638e-37,1.1905357847317603e-35,True,5,5,better on 200/200 decided users
0,software,itemknn+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,2.0105136962257258e-37,1.6084109569805805e-35,True,5,5,better on 200/200 decided users
4,software,itemknn+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,2.2248721895298664e-37,1.8243951954144906e-35,True,5,5,better on 200/200 decided users
3,software,itemknn+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,2.9516812060060846e-37,2.420378588924989e-35,True,5,5,better on 200/200 decided users
3,software,als+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,3.5020464055479022e-37,2.8366575884938007e-35,True,5,5,better on 200/200 decided users
4,software,als+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,3.794889328474041e-37,3.073860356063973e-35,True,5,5,better on 200/200 decided users
1,software,als+quota_mmr,popularity,exposure_parity,200,-1.2,-1.2,-1.2,200,0,0,0.0,4.410607923744734e-37,3.5725924182332345e-35,True,5,5,better on 200/200 decided users
4,software,als,popularity,exposure_parity,200,-0.9,-0.9,-0.8500000000000001,199,0,1,0.0,1.4690574362383668e-34,1.0430307797292404e-32,True,5,5,better on 199/199 decided users
3,software,als,popularity,exposure_parity,200,-0.9,-0.9,-0.8,199,0,1,0.0,1.5502772150103782e-34,1.1006968226573685e-32,True,5,5,better on 199/199 decided users
1,software,als,popularity,exposure_parity,200,-0.9,-0.9,-0.9,199,0,1,0.0,1.5552647127064056e-34,1.104237946021548e-32,True,5,5,better on 199/199 decided users
2,software,als,popularity,exposure_parity,200,-0.9,-0.9,-0.9,198,0,2,0.0,2.1871854648092755e-34,1.5529016800145856e-32,True,5,5,better on 198/198 decided users
0,software,als,popularity,exposure_parity,200,-0.8500000000000001,-0.9,-0.7,198,0,2,0.0,2.373101564628982e-34,1.6611710952402876e-32,True,5,5,better on 198/198 decided users
4,software,itemknn,popularity,exposure_parity,200,-0.5,-0.6,-0.5,190,0,10,0.0,4.550108623544907e-33,3.139574950245986e-31,True,5,5,better on 190/190 decided users
1,software,itemknn,popularity,exposure_parity,200,-0.55,-0.6,-0.5,187,0,13,0.0,1.4279478077509943e-32,9.85283987348186e-31,True,5,5,better on 187/187 decided users
3,software,itemknn,popularity,exposure_parity,200,-0.5,-0.6,-0.5,185,0,15,0.0,2.905763279608787e-32,2.004976662930063e-30,True,5,5,better on 185/185 decided users
2,software,itemknn,popularity,exposure_parity,200,-0.5,-0.6,-0.5,184,0,16,0.0,4.295595480164969e-32,2.9639608813138284e-30,True,5,5,better on 184/184 decided users
0,software,itemknn,popularity,exposure_parity,200,-0.5,-0.6,-0.5,182,0,18,0.0,9.091243786489298e-32,6.272958212677616e-30,True,5,5,better on 182/182 decided users
1,software,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,36,3,161,12.0,1.2020193656514243e-07,6.130298764822264e-06,True,5,5,better on 36/39 decided users
1,software,itemknn,popularity,ndcg,200,0.0,0.0,0.0,37,3,160,23.0,1.7464050261301477e-07,8.557384628037724e-06,True,5,5,better on 37/40 decided users
3,software,als,popularity,ndcg,200,0.0,0.0,0.0,32,2,166,6.5,6.166233166314659e-07,3.083116583157329e-05,True,5,5,better on 32/34 decided users
3,software,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,31,2,167,6.5,9.287052470824336e-07,4.5506557107039247e-05,True,5,5,better on 31/33 decided users
0,software,itemknn,popularity,ndcg,200,0.0,0.0,0.0,31,1,168,6.5,1.3301103992507731e-06,6.783563036178942e-05,True,5,5,better on 31/32 decided users
0,software,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,30,1,169,3.0,1.3954430008706524e-06,6.977215004353262e-05,True,5,5,better on 30/31 decided users
1,software,als,popularity,ndcg,200,0.0,0.0,0.0,35,4,161,50.0,1.998085974240084e-06,9.391004078928395e-05,True,5,5,better on 35/39 decided users
2,software,als,popularity,ndcg,200,0.0,0.0,0.0,31,3,166,20.0,1.9863820381095332e-06,9.931910190547667e-05,True,5,5,better on 31/34 decided users
2,software,itemknn,popularity,ndcg,200,0.0,0.0,0.0,31,2,167,17.5,2.5203585755603837e-06,0.0001234975702024588,True,5,5,better on 31/33 decided users
4,software,itemknn,popularity,ndcg,200,0.0,0.0,0.0,31,3,166,27.0,3.52208634012051e-06,0.0001761043170060255,True,5,5,better on 31/34 decided users
4,software,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,32,4,164,41.5,4.4859696755609104e-06,0.0002198125141024846,True,5,5,better on 32/36 decided users
1,software,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,31,4,165,37.5,5.232858771304036e-06,0.0002354786447086816,True,5,5,better on 31/35 decided users
4,software,als,popularity,ndcg,200,0.0,0.0,0.0,31,4,165,38.5,5.606091400634575e-06,0.000263486295829825,True,5,5,better on 31/35 decided users
3,software,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,26,2,172,4.5,5.927956302660298e-06,0.00027861394622503397,True,5,5,better on 26/28 decided users
2,software,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,25,3,172,10.0,1.0150068362303676e-05,0.0004872032813905765,True,5,5,better on 25/28 decided users
4,software,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,29,4,167,37.5,1.3459945648697361e-05,0.0006191574998400787,True,5,5,better on 29/33 decided users
0,software,als,popularity,ndcg,200,0.0,0.0,0.0,26,2,172,13.0,1.434333854064914e-05,0.0006741369114105097,True,5,5,better on 26/28 decided users
2,software,itemknn+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,24,3,173,9.5,1.518902083382406e-05,0.0007138839791897308,True,5,5,better on 24/27 decided users
3,software,itemknn,popularity,ndcg,200,0.0,0.0,0.0,24,2,174,6.5,1.695437122757139e-05,0.0007629467052407125,True,5,5,better on 24/26 decided users
0,software,als+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,24,2,174,8.5,2.0628789735397072e-05,0.0009282955380928682,True,5,5,better on 24/26 decided users
0,software,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,0,1,199,0.0,0.31731050786291415,1.0,False,0,5,no detectable difference
1,software,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,1,3,196,1.0,0.14077277337135014,1.0,False,0,5,no detectable difference
2,software,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,0,2,198,0.0,0.15729920705028502,1.0,False,0,5,no detectable difference
3,software,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,0,2,198,0.0,0.17971249487899976,1.0,False,0,5,no detectable difference
4,software,popularity+quota_mmr,popularity,ndcg,200,0.0,0.0,0.0,0,3,197,0.0,0.10880943004054569,1.0,False,0,5,no detectable difference
1,software,itemknn,popularity,recall,200,0.0,0.0,0.0,37,3,160,61.5,7.621291296382932e-08,4.039284387082954e-06,True,5,5,better on 37/40 decided users
0,software,itemknn,popularity,recall,200,0.0,0.0,0.0,31,1,168,16.5,1.1372725656979623e-07,6.0275445981992e-06,True,5,5,better on 31/32 decided users
1,software,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,36,3,161,60.0,1.2623521220604663e-07,6.311760610302332e-06,True,5,5,better on 36/39 decided users
0,software,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,30,1,169,16.0,1.903182129217052e-07,9.89654707192867e-06,True,5,5,better on 30/31 decided users
3,software,als,popularity,recall,200,0.0,0.0,0.0,32,2,166,35.0,2.675813047727121e-07,1.391422784818103e-05,True,5,5,better on 32/34 decided users
3,software,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,31,2,167,34.0,4.4587072187728465e-07,2.2739406815741518e-05,True,5,5,better on 31/33 decided users
1,software,als,popularity,recall,200,0.0,0.0,0.0,35,4,161,80.0,6.906563164693726e-07,3.315150319052988e-05,True,5,5,better on 35/39 decided users
2,software,itemknn,popularity,recall,200,0.0,0.0,0.0,30,2,168,33.0,7.4309837234141e-07,3.8641115361753324e-05,True,5,5,better on 30/32 decided users
2,software,als,popularity,recall,200,0.0,0.0,0.0,31,3,166,52.5,1.5711978242376275e-06,8.013108903611901e-05,True,5,5,better on 31/34 decided users
4,software,itemknn,popularity,recall,200,0.0,0.0,0.0,30,3,167,51.0,2.6003831259784736e-06,0.00013521992255088064,True,5,5,better on 30/33 decided users
4,software,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,32,4,164,74.0,3.061253473062126e-06,0.00015612392712616844,True,5,5,better on 32/36 decided users
1,software,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,31,4,165,72.0,5.022804426885513e-06,0.0002310490036367336,True,5,5,better on 31/35 decided users
4,software,als,popularity,recall,200,0.0,0.0,0.0,31,4,165,72.0,5.022804426885513e-06,0.00024109461249050462,True,5,5,better on 31/35 decided users
0,software,als,popularity,recall,200,0.0,0.0,0.0,26,2,172,29.0,5.7447119191568595e-06,0.00027574617211952924,True,5,5,better on 26/28 decided users
3,software,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,26,2,172,29.0,5.7447119191568595e-06,0.00027574617211952924,True,5,5,better on 26/28 decided users
4,software,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,29,4,167,68.0,1.3493733270227875e-05,0.0006191574998400787,True,5,5,better on 29/33 decided users
0,software,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,24,2,174,27.0,1.5992473593247368e-05,0.000735653785289379,True,5,5,better on 24/26 decided users
3,software,itemknn,popularity,recall,200,0.0,0.0,0.0,24,2,174,27.0,1.5992473593247368e-05,0.000735653785289379,True,5,5,better on 24/26 decided users
2,software,als+quota_mmr,popularity,recall,200,0.0,0.0,0.0,25,3,172,43.5,3.215955563200678e-05,0.001479339559072312,True,5,5,better on 25/28 decided users
2,software,itemknn+quota_mmr,popularity,recall,200,0.0,0.0,0.0,24,3,173,42.0,5.312128159411713e-05,0.002390457671735271,True,5,5,better on 24/27 decided users
0,software,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,1,199,0.0,0.31731050786291415,1.0,False,0,5,no detectable difference
1,software,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,1,3,196,2.5,0.31731050786291415,1.0,False,0,5,no detectable difference
2,software,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,2,198,0.0,0.15729920705028502,1.0,False,0,5,no detectable difference
3,software,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,2,198,0.0,0.15729920705028502,1.0,False,0,5,no detectable difference
4,software,popularity+quota_mmr,popularity,recall,200,0.0,0.0,0.0,0,3,197,0.0,0.0832645166635504,1.0,False,0,5,no detectable difference
