user_row,ndcg,ndcg_vs_retrieval,recall,exposure_parity,dataset,family,reranker,repeat,n_candidates,intra_list_similarity
667,0.0,0.9982967441840694,0.0,1.1,ml100k,popularity,mmr,0,100,0.4436469519739902
669,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4740176736950994
683,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4251587964878257
693,0.0,0.9993005628403036,0.0,1.1,ml100k,popularity,mmr,0,100,0.4546590963927663
705,0.3333333333333333,1.0,1.0,1.3,ml100k,popularity,mmr,0,100,0.4595356703029806
708,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4590968932041709
717,0.0,0.9946821830647616,0.0,0.7,ml100k,popularity,mmr,0,100,0.3853535336360593
722,0.0,1.0,0.0,1.5,ml100k,popularity,mmr,0,100,0.4547421235165571
739,0.0,0.999728940449208,0.0,1.3,ml100k,popularity,mmr,0,100,0.4669608759252062
745,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4368547485825834
757,0.0,0.9944552730707172,0.0,0.9,ml100k,popularity,mmr,0,100,0.3982577041547406
759,0.0,0.9927676467143486,0.0,1.1,ml100k,popularity,mmr,0,100,0.4951502625121381
771,0.0,1.0,0.0,1.1,ml100k,popularity,mmr,0,100,0.4385800186861142
780,0.0,0.9997393736198172,0.0,1.5,ml100k,popularity,mmr,0,100,0.501536729133479
785,0.0,0.9994950611260128,0.0,0.6,ml100k,popularity,mmr,0,100,0.3322679519231795
794,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.4686152284700158
806,0.0,0.996418317622058,0.0,1.1,ml100k,popularity,mmr,0,100,0.3847250530680137
817,0.0,1.0,0.0,1.5,ml100k,popularity,mmr,0,100,0.4720533477341275
832,0.0,1.0,0.0,1.3,ml100k,popularity,mmr,0,100,0.467931400095214
856,0.0,0.9938407822070182,0.0,0.7,ml100k,popularity,mmr,0,100,0.3797398527926985
860,0.0,0.9997385035741329,0.0,1.3,ml100k,popularity,mmr,0,100,0.4790301674279684
869,0.0,0.9990202883244688,0.0,1.1,ml100k,popularity,mmr,0,100,0.3478063450605941
881,0.0,0.9942186462385886,0.0,1.1,ml100k,popularity,mmr,0,100,0.4060016814127874
894,0.0,0.999738214956784,0.0,1.3,ml100k,popularity,mmr,0,100,0.4770978891440401
913,0.0,1.0,0.0,1.5,ml100k,popularity,mmr,0,100,0.432554881138053
934,0.0,0.9951370253644484,0.0,1.1,ml100k,popularity,mmr,0,100,0.4274948053901999
2,0.0,0.8903974671713866,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.417338892972495
4,0.0,0.985096484575254,0.0,0.3,ml100k,popularity,quota_mmr,0,100,0.3807842657548264
7,0.0,0.9023805380367088,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.4369602032658811
14,0.0,0.8885584144203574,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.3986719191375535
19,0.0,0.913360175087246,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.4255261278121364
25,0.0,0.9231813742203766,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.3335402504676736
29,0.0,0.908676048372444,0.0,0.3,ml100k,popularity,quota_mmr,0,100,0.3489313829374194
34,0.0,0.9593049149409084,0.0,0.3,ml100k,popularity,quota_mmr,0,100,0.2709411593015778
45,0.3333333333333333,0.9363082546455326,1.0,0.3,ml100k,popularity,quota_mmr,0,100,0.3496115732298785
63,0.0,0.8893782249189798,0.0,0.3,ml100k,popularity,quota_mmr,0,100,0.3717964158161008
67,0.0,0.9236681584859504,0.0,0.3,ml100k,popularity,quota_mmr,0,100,0.3469292057389827
70,0.0,0.8888428064151567,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.3457379765112629
78,0.0,0.8605027364809199,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.3471840971299201
79,0.0,0.8817913567302333,0.0,0.2,ml100k,popularity,quota_mmr,0,100,0.3611216411054416
