dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.n_candidates_requested,note.n_candidates_capped_by,note.n_candidates_kept_fraction
ml100k,itemknn,none,200,50,10,0.1953125,0.3876734999976179,0.0,0.0,0.0298295454545454,0.3191334000002825,0.0076219512195121,0.3181275999995705,0.0,0.0,0.1953125,0.0001872574833702,0.0471215195017992,1.0,0.1,1.1535000000000002,0.1022979985174203,0.9595700518902892,0.315,0,0.3,1.0,0,50,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,itemknn,none,200,100,10,0.1953125,0.3983107999993081,0.0,0.0,0.02734375,0.3289087999983167,0.0089285714285714,0.315333800001099,0.0,0.0,0.1953125,0.0001813616071428,0.0471215195017992,1.0,0.1,1.1535000000000002,0.1022979985174203,0.9595700518902892,0.415,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,itemknn,none,200,200,10,0.1953125,0.3894985000006272,0.0,0.0,0.0298295454545454,0.3251141000000643,0.011574074074074,0.3097017000000051,0.0,0.0,0.1953125,0.000207018097643,0.0471215195017992,1.0,0.1,1.1535000000000002,0.1022979985174203,0.9595700518902892,0.665,0,0.3,1.0,0,200,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,itemknn,none,200,400,10,0.1953125,0.3911258000007365,0.0,0.0,0.02734375,0.3305662999991909,0.0164473684210526,0.3100131999999576,0.0,0.0,0.1953125,0.0002189555921052,0.0471215195017992,1.0,0.1,1.1535000000000002,0.1022979985174203,0.9595700518902892,0.815,0,0.3,1.0,0,400,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,itemknn,none,200,800,10,0.203125,0.4031260999981896,0.0,0.0,0.0298295454545454,0.3285397999970882,0.0205078125,0.3242396999994525,0.0,0.0,0.203125,0.0002516867897727,0.0471215195017992,1.0,0.1,1.1535000000000002,0.1022979985174203,0.9595700518902892,0.905,0,0.3,1.0,0,800,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,itemknn,quota_mmr,200,50,10,0.203125,0.4317523999998229,0.109375,0.3384115999979258,0.03125,0.3120235999995202,0.0076219512195121,0.3138488000004145,0.1197916666666666,0.3615561000005982,0.3125,0.0007933180894308,0.0615142137243988,0.9192453470132104,0.14,0.2475,0.1015567086730911,0.9592965159377316,0.315,0,0.3,1.0,0,50,ok,,,1349,943,0.0773079623019132,True,4.2,0.4012230163672549,,,
ml100k,itemknn,quota_mmr,200,100,10,0.203125,0.4087864000030095,0.09765625,0.3888150000020687,0.0284090909090909,0.3317341000001761,0.0084459459459459,0.3095861000001605,0.25,0.5041517999998177,0.30078125,0.0014342751842751,0.0629470570933468,0.9165410501700888,0.145,0.2465,0.1074870274277242,0.9580726464047442,0.415,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,4.2,0.396423394103337,,,
ml100k,itemknn,quota_mmr,200,200,10,0.1953125,0.4018183000007411,0.09375,0.3709755999989284,0.02734375,0.3337221999972826,0.0125,0.3005948999998509,0.5625,0.5642254000013054,0.2890625,0.0030117187499999,0.0634420618047613,0.914494187972906,0.145,0.2455,0.1104521868050407,0.957130467012602,0.665,0,0.3,1.0,0,200,ok,,,1349,943,0.0773079623019132,True,4.2,0.3921572959825227,,,
ml100k,itemknn,quota_mmr,200,400,10,0.1953125,0.3951923999993596,0.09375,0.3712556000027689,0.02734375,0.3338231000016094,0.0164473684210526,0.3122906000025978,1.609375,1.607250799999747,0.2890625,0.0082658305921052,0.0619369118264414,0.9127127103581444,0.14,0.245,0.1126760563380281,0.956432171979244,0.815,0,0.3,1.0,0,400,ok,,,1349,943,0.0773079623019132,True,4.2,0.3876646208953359,,,
ml100k,itemknn,quota_mmr,200,800,10,0.203125,0.4049113000000943,0.09765625,0.3844325999998546,0.0284090909090909,0.3142471999999543,0.01953125,0.3138187000004109,3.6875,3.68300839999938,0.30078125,0.0186772017045454,0.0619369118264414,0.9119580405525344,0.14,0.2445,0.1126760563380281,0.9563884358784284,0.905,0,0.3,1.0,0,800,ok,,,1349,943,0.0773079623019132,True,4.2,0.3855659732596743,,,
