dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.n_candidates_requested,note.n_candidates_capped_by,note.n_candidates_kept_fraction
ml100k,popularity,none,200,100,10,0.0001627604166666,0.3082992000054219,0.0,0.0,0.0120192307692307,0.3128395000021555,0.0076219512195121,0.3345169000021997,0.0,0.0,0.0001627604166666,9.820590994371482e-05,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.37,2,0.3,1.0,2,100,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,popularity,none,200,200,10,0.0001659585767392,0.2981440000003204,0.0,0.0,0.011574074074074,0.3131807000027038,0.0104166666666666,0.3115235999939614,0.0,0.0,0.0001659585767392,0.0001099537037037,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.515,2,0.3,1.0,2,200,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,popularity,none,200,400,10,0.0001688276607239,0.3020717000035802,0.0,0.0,0.011574074074074,0.3175791000030585,0.0130208333333333,0.3193820000014966,0.0,0.0,0.0001688276607239,0.000122974537037,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.765,2,0.3,1.0,2,400,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,popularity,none,200,800,10,0.0001605858170606,0.3082570000042324,0.0,0.0,0.0111607142857142,0.3218372999981511,0.0208333333333333,0.3159076000010827,0.0,0.0,0.0001605858170606,0.0001599702380952,0.065523955616762,1.0,0.105,1.1845,0.0555967383246849,0.9817709414381024,0.925,2,0.3,1.0,2,800,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,popularity,quota_mmr,200,50,10,0.0001643007360672,0.3098539000056917,0.08984375,0.3596328000057838,0.011574074074074,0.3153679999959422,0.0074404761904761,0.3158480999991297,0.1145833333333333,0.337352100003045,0.0900080507360673,0.0006679894179894,0.0709658600592294,0.9144322957055352,0.12,0.2375,0.0548554484803558,0.9837353595255744,0.26,2,0.3,1.0,2,50,ok,,,1349,943,0.0773079623019132,True,2.3,0.3609857459090688,,,
ml100k,popularity,quota_mmr,200,100,10,0.0001653439153439,0.3049381999953766,0.0859375,0.3574255999992601,0.0120192307692307,0.3013977000009618,0.0082236842105263,0.3141408000010415,0.2265625,0.44905380000273,0.0861028439153439,0.0012340270748987,0.0724111841908188,0.9135624692340544,0.125,0.2395,0.0570793180133432,0.9836515937731654,0.37,2,0.3,1.0,2,100,ok,,,1349,943,0.0773079623019132,True,2.3,0.3589296929588786,,,
ml100k,popularity,quota_mmr,200,200,10,0.0001618332470222,0.301794000006339,0.08984375,0.3736324999990756,0.0125,0.3152608000018517,0.0100806451612903,0.3240117999957874,0.53125,0.52511190000223,0.0900055832470222,0.0027691532258064,0.0724111841908188,0.91276953537174,0.125,0.2504999999999999,0.0578206078576723,0.9834418087472202,0.515,2,0.3,1.0,2,200,ok,,,1349,943,0.0773079623019132,True,2.3,0.3577946435369597,,,
ml100k,popularity,quota_mmr,200,400,10,0.0001622533748701,0.3116298000022652,0.0859375,0.3574436999988393,0.0120192307692307,0.3042596000013873,0.0135869565217391,0.3136540000050445,1.34375,1.3457144999993034,0.0860997533748701,0.0068467809364548,0.0724111841908188,0.9118569887326028,0.125,0.2504999999999999,0.0570793180133432,0.9833854707190512,0.765,2,0.3,1.0,2,400,ok,,,1349,943,0.0773079623019132,True,2.3,0.3562506783671273,,,
ml100k,popularity,quota_mmr,200,800,10,0.0001672912205567,0.3003944999945815,0.0859375,0.3591611999945598,0.0120192307692307,0.3003215999997337,0.0223214285714285,0.3110360000064247,3.4375,3.4570945000014035,0.0861047912205567,0.0173592032967032,0.0724111841908188,0.9108018467501612,0.125,0.2529999999999999,0.0578206078576723,0.9832624166048926,0.925,2,0.3,1.0,2,800,ok,,,1349,943,0.0773079623019132,True,2.3,0.3544515323205361,,,
ml100k,itemknn,none,200,50,10,0.1953125,0.3913811000020359,0.0,0.0,0.02734375,0.3220912999968277,0.0069444444444444,0.3172739000001456,0.0,0.0,0.1953125,0.0001714409722222,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.315,2,0.3,1.0,2,50,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,itemknn,none,200,100,10,0.1953125,0.3932790999970166,0.0,0.0,0.02734375,0.3188171000001603,0.0078125,0.3202833999966969,0.0,0.0,0.1953125,0.00017578125,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.435,2,0.3,1.0,2,100,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,itemknn,none,200,200,10,0.1953125,0.3846376000001328,0.0,0.0,0.0260416666666666,0.3177828999978374,0.0104166666666666,0.3097981000028085,0.0,0.0,0.1953125,0.0001822916666666,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.675,2,0.3,1.0,2,200,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,itemknn,none,200,400,10,0.1875,0.3845645999972475,0.0,0.0,0.0284090909090909,0.313724400002684,0.0148809523809523,0.2992371000000275,0.0,0.0,0.1875,0.0002164502164502,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.83,2,0.3,1.0,2,400,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,itemknn,none,200,800,10,0.1953125,0.3914513000054285,0.0,0.0,0.0284090909090909,0.313683200001833,0.01953125,0.3024814000018523,0.0,0.0,0.1953125,0.0002397017045454,0.044833651844888,1.0,0.1,1.1585,0.0941438102297998,0.9594002965159376,0.905,2,0.3,1.0,2,800,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,itemknn,quota_mmr,200,50,10,0.1953125,0.3941250999996555,0.08984375,0.356982400000561,0.0284090909090909,0.2998024999978952,0.0072674418604651,0.3141226000007009,0.1041666666666666,0.3159846999988076,0.28515625,0.0006992159971811,0.0565142714466217,0.917920774884621,0.125,0.256,0.1000741289844329,0.9596597479614528,0.315,2,0.3,1.0,2,50,ok,,,1349,943,0.0773079623019132,True,2.3,0.4037788820431507,,,
ml100k,itemknn,quota_mmr,200,100,10,0.1875,0.3883974999989732,0.09375,0.3635219999996479,0.0260416666666666,0.319259099996998,0.0080128205128205,0.3090971000056015,0.2265625,0.4551970000029541,0.28125,0.0013030849358974,0.0559594408884768,0.9153400052726732,0.125,0.2505,0.1000741289844329,0.9586011860637508,0.435,2,0.3,1.0,2,100,ok,,,1349,943,0.0773079623019132,True,2.3,0.3985594733065898,,,
ml100k,itemknn,quota_mmr,200,200,10,0.1953125,0.3869697000045562,0.08984375,0.3585623999970266,0.0284090909090909,0.3159897000005003,0.0104166666666666,0.3086922000002232,0.53125,0.5332902000009199,0.28515625,0.0028503787878787,0.05286461796735,0.9130152151378188,0.12,0.2515,0.1052631578947368,0.9571719792438844,0.675,2,0.3,1.0,2,200,ok,,,1349,943,0.0773079623019132,True,2.3,0.3931850457599202,,,
ml100k,itemknn,quota_mmr,200,400,10,0.1875,0.3855236000017612,0.08984375,0.3592598999966867,0.02734375,0.3231916000004275,0.0148809523809523,0.3093050000024959,1.375,1.3802450000002864,0.27734375,0.0070861235119047,0.0528047921206195,0.9106604769490756,0.12,0.25,0.1074870274277242,0.9564106745737584,0.83,2,0.3,1.0,2,400,ok,,,1349,943,0.0773079623019132,True,2.3,0.3872791847090682,,,
ml100k,itemknn,quota_mmr,200,800,10,0.1953125,0.3866591000041808,0.08984375,0.3613983000032021,0.02734375,0.3260024000046542,0.0183823529411764,0.3153411000021151,3.59375,3.6023366000008537,0.28515625,0.0181973805147058,0.0528047921206195,0.910218771199078,0.12,0.2495,0.1082283172720533,0.9563721275018532,0.905,2,0.3,1.0,2,800,ok,,,1349,943,0.0773079623019132,True,2.3,0.3858843983375126,,,
ml100k,als,none,200,50,10,5.578125,4.7438197000010405,0.0,0.0,0.01953125,0.2058369000005768,0.0072674418604651,0.3098623999976553,0.0,0.0,5.578125,0.0001339934593023,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.375,2,0.3,1.0,2,50,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,100,10,5.78125,4.752198700000008,0.0,0.0,0.0446428571428571,0.0882289000001037,0.0084459459459459,0.3064034999988507,0.0,0.0,5.78125,0.000265444015444,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.535,2,0.3,1.0,2,100,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,200,10,5.96875,4.738123600000108,0.0,0.0,0.0288461538461538,0.1657147000005352,0.0100806451612903,0.308596300004865,0.0,0.0,5.96875,0.0001946339950372,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.72,2,0.3,1.0,2,200,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,400,10,6.046875,4.7365502000029664,0.0,0.0,0.01953125,0.2035677000021678,0.0135869565217391,0.3145154000012553,0.0,0.0,6.046875,0.0001655910326086,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.84,2,0.3,1.0,2,400,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,none,200,800,10,5.9375,4.75280180000118,0.0,0.0,0.0135869565217391,0.291966600001615,0.0223214285714285,0.3119499000022188,0.0,0.0,5.9375,0.0001795419254658,0.0525673064972207,1.0,0.115,0.8280000000000001,0.4114158636026686,0.7842920681986657,0.955,2,0.3,1.0,2,800,ok,,,1349,943,0.0773079623019132,True,2.3,,,,
ml100k,als,quota_mmr,200,50,10,5.875,4.743057699997735,0.0859375,0.3557680000012624,0.01953125,0.2027178999996977,0.0076219512195121,0.3099513999986811,0.1354166666666666,0.4045760000008158,5.9609375,0.0008128493394308,0.054837282337344,0.9697145565923548,0.12,0.2625,0.4321719792438843,0.77212157153447,0.375,2,0.3,1.0,2,50,ok,,,1349,943,0.0773079623019132,True,2.3,0.1814241605846714,,,
ml100k,als,quota_mmr,200,100,10,6.078125,4.754734299996926,0.08984375,0.3585088999971049,0.0135869565217391,0.3008800999959931,0.0082236842105263,0.3048774999988382,0.296875,0.5773053999946569,6.16796875,0.0015934282036613,0.046903976104564,0.9664275307352176,0.1,0.2505,0.4329132690882135,0.768991104521868,0.535,2,0.3,1.0,2,100,ok,,,1349,943,0.0773079623019132,True,2.3,0.172756587691325,,,
ml100k,als,quota_mmr,200,200,10,5.90625,4.74504899999738,0.08984375,0.357057099994563,0.0130208333333333,0.3088152000054833,0.0100806451612903,0.3089423999990686,0.65625,0.6514346999974805,5.99609375,0.0033967573924731,0.0467896068356905,0.9645769039798252,0.1,0.25,0.4343958487768717,0.7650874722016309,0.72,2,0.3,1.0,2,200,ok,,,1349,943,0.0773079623019132,True,2.3,0.1654292378094277,,,
ml100k,als,quota_mmr,200,400,10,5.875,4.777776499999163,0.09375,0.3725303999963216,0.0142045454545454,0.2919602999972994,0.0135869565217391,0.315838900001836,1.546875,1.5438295999992988,5.96875,0.0078733325098814,0.0467896068356905,0.9622224598264616,0.1,0.249,0.4440326167531505,0.759004447739066,0.84,2,0.3,1.0,2,400,ok,,,1349,943,0.0773079623019132,True,2.3,0.1588456238939502,,,
ml100k,als,quota_mmr,200,800,10,5.8125,4.768509699999413,0.08984375,0.35738300000230083,0.017269736842105265,0.24027149999892572,0.022321428571428572,0.3121778000058839,3.859375,3.850762100002612,5.90234375,0.01949483082706767,0.046942834936323174,0.9592223013870506,0.1,0.247,0.4551519644180875,0.7508005930318755,0.955,2,0.3,1.0,2,800,ok,,,1349,943,0.07730796230191328,True,2.3,0.1521157463820071,,,
