stage,label,wall_seconds,cpu_seconds,cpu_user_seconds,cpu_system_seconds,cpu_utilisation,peak_rss_bytes,repeats,cpu_seconds_each,meta.catalogue,meta.repeat,meta.meter,dataset,family,reranker,repeat
train,popularity,0.3039723000038066,0.3125,0.296875,0.015625,1.028054200978466,287109120,1898,0.0001646469968387,ml100k,0,,ml100k,popularity,qubo_tabu,0
rerank_setup,popularity,0.3939962000004016,0.390625,0.296875,0.09375,0.9914435722974024,287109120,4,0.09765625,ml100k,0,,ml100k,popularity,qubo_tabu,0
retrieve_score,popularity,0.3301430999999866,0.3125,0.3125,0.0,0.9465592344653356,287109120,49,0.0063775510204081,ml100k,0,,ml100k,popularity,qubo_tabu,0
retrieve_select,popularity,0.3108313999982783,0.3125,0.21875,0.09375,1.0053681835288548,287109120,52,0.0060096153846153,ml100k,0,,ml100k,popularity,qubo_tabu,0
rerank,popularity,24.35561669999879,24.265625,24.25,0.015625,0.9963050945863016,287109120,1,24.265625,ml100k,0,,ml100k,popularity,qubo_tabu,0
train,itemknn,0.3896250999969197,0.390625,0.359375,0.03125,1.0025663131124976,287109120,2,0.1953125,ml100k,0,,ml100k,itemknn,none,0
retrieve_score,itemknn,0.3094947999998112,0.3125,0.296875,0.015625,1.0097100177456635,287109120,22,0.0142045454545454,ml100k,0,,ml100k,itemknn,none,0
retrieve_select,itemknn,0.3113148999982513,0.3125,0.234375,0.078125,1.0038067564442157,287109120,76,0.0041118421052631,ml100k,0,,ml100k,itemknn,none,0
train,itemknn,0.3925970999989658,0.390625,0.359375,0.03125,0.9949767840899204,287109120,2,0.1953125,ml100k,0,,ml100k,itemknn,greedy_topk,0
rerank_setup,itemknn,0.3606475999986287,0.359375,0.3125,0.046875,0.9964713476572876,287109120,4,0.08984375,ml100k,0,,ml100k,itemknn,greedy_topk,0
retrieve_score,itemknn,0.3081179000000702,0.3125,0.3125,0.0,1.0142221532729152,287109120,22,0.0142045454545454,ml100k,0,,ml100k,itemknn,greedy_topk,0
retrieve_select,itemknn,0.3129286000039428,0.3125,0.25,0.0625,0.9986303584781402,287109120,76,0.0041118421052631,ml100k,0,,ml100k,itemknn,greedy_topk,0
rerank,itemknn,0.3224135000054957,0.3125,0.28125,0.03125,0.9692522180202544,314331136,20,0.015625,ml100k,0,,ml100k,itemknn,greedy_topk,0
train,itemknn,0.3890476000015042,0.390625,0.34375,0.046875,1.004054516718493,314335232,2,0.1953125,ml100k,0,,ml100k,itemknn,mmr,0
rerank_setup,itemknn,0.3627555999992182,0.359375,0.328125,0.03125,0.990680777914316,314335232,4,0.08984375,ml100k,0,,ml100k,itemknn,mmr,0
retrieve_score,itemknn,0.3099992999996175,0.3125,0.296875,0.015625,1.00806679241013,314335232,20,0.015625,ml100k,0,,ml100k,itemknn,mmr,0
retrieve_select,itemknn,0.3105558999959612,0.3125,0.1875,0.125,1.0062600646262527,314335232,76,0.0041118421052631,ml100k,0,,ml100k,itemknn,mmr,0
